150912,2010,129969830
358015,91,6224252
320066,91,6065017
301318,99,13132490
223624,99,17493916
343260,97,11208133
127745,90,5366754
125067,99,14238484
416700,85,3279145
207876,87,3975823
472117,80,1994486
403903,80,1999195
497881,80,1993179
243837,82,2526343
112416,88,4416196
248800,80,2054645
194946,83,2730624
171281,80,2127696
226625,80,1988375
379607,84,3104229
228497,89,4852605
81939,87,4032029
212682,80,2112197
39516,99,13054017
-1,-1
-1,-1
-1,-1
602243,12
452720,3
708286,3
652723,4
800120,1
-1,-1
244811,1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
256818,12
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
56639,77
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
140726,301
419742,104
-1,-1
-1,-1
