696515,1206,33930130
553967,76,1339209
587975,72,989824
582042,76,1336866
623315,75,1266332
884642,42,48697
780612,45,64082
303035,99,13039154
1148369,28,11950
121298,99,14574446
606973,62,346750
1101713,29,12282
777752,53,146476
694801,55,166953
1053724,36,26203
1135925,36,25326
529448,52,132556
786548,33,18728
661887,43,50808
526230,60,290143
-1,1,-1
880341,25,7894
676544,29,12956
730885,26,8879
638987,27,9815
893063,15,2613
-1,1,-1
-1,0,-1
-1,1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
625832,1265
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
